track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
W O R K I N  M E,Quavo,0.182,0.79,169620,0.629,0.00000706,8,0.338,-4.055,1,0.142,170.023,0.267
That's All She Wrote,T.I. Featuring Eminem,0.0328,0.496,318360,0.785,0,7,0.0941,-3.472,1,0.306,170.02,0.357
MIC Drop,BTS Featuring Desiigner,0.0114,0.606,307676,0.848,0.00000106,11,0.206,-3.952,1,0.184,170.01,0.54
Jealousy,Joey Trap,0.205,0.825,124253,0.848,0,5,0.12,-4.971,0,0.332,170.007,0.632
In Control,YoungBoy Never Broke Again,0.13,0.643,181437,0.77,0,5,0.247,-4.524,0,0.228,170.006,0.863
Waiting For The End,Linkin Park,0.0415,0.487,231680,0.961,0.00000115,4,0.553,-4.139,1,0.132,170.005,0.323
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.0421,0.726,190440,0.554,0,5,0.106,-5.29,0,0.0917,169.999,0.335
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,0.00318,0.475,208240,0.896,0,6,0.29,-4.749,1,0.035,169.999,0.868
Static,Timecop1983,0.79,0.36,293510,0.731,0.0155,0,0.177,-10.251,0,0.0742,169.995,0.111
Easy,Sheryl Crow,0.0256,0.522,253360,0.571,0.00000114,9,0.0757,-5.567,1,0.0245,169.994,0.608
You Can't Stop The Beat,Glee Cast,0.131,0.471,223013,0.951,0,8,0.3,-3.011,1,0.176,169.986,0.646
Stressed Out,twenty one pilots,0.0462,0.734,202333,0.637,0.0000229,4,0.0602,-5.677,0,0.141,169.977,0.648
Bottoms Up,Brantley Gilbert,0.113,0.476,220200,0.857,0,7,0.135,-5.733,1,0.0432,169.975,0.543
Rough Water,Travie McCoy Featuring Jason Mraz,0.167,0.516,219659,0.909,0,1,0.552,-3.988,0,0.22,169.972,0.472
See You Tonight,Scotty McCreery,0.217,0.497,226320,0.816,0,9,0.171,-6.489,1,0.0563,169.966,0.512
Geen vlees wel vis - Live @ Graspop Metal Meeting '18,Fleddy Melculy,0.00212,0.324,196307,0.983,0.0165,1,0.953,-4.508,1,0.293,169.964,0.174
Girl Like You,Toro y Moi,0.35,0.629,223773,0.823,0.039,1,0.0801,-5.744,1,0.0597,169.961,0.397
Downtown,Lady Antebellum,0.18,0.532,195867,0.825,0,9,0.296,-5.287,1,0.0468,169.961,0.96
Tonight Looks Good On You,Jason Aldean,0.219,0.481,231667,0.75,0.0000012,6,0.0958,-5.593,0,0.0537,169.958,0.523
Heartless,The Weeknd,0.00632,0.531,200080,0.75,0.000076,10,0.117,-5.831,0,0.111,169.954,0.198
Shapes,Joey Trap,0.0583,0.815,128802,0.481,0,8,0.171,-7.178,1,0.399,169.946,0.6
The Devil's Servants,Elm Street,0.0000189,0.451,239816,0.973,0.00373,2,0.0656,-3.968,1,0.0825,169.945,0.24
I Can Do Anything,3OH!3,0.00247,0.54,190880,0.906,0,5,0.368,-4.652,0,0.236,169.94,0.438
I.H.E.,Miss May I,0.000101,0.353,227647,0.902,0,1,0.148,-3.739,1,0.0879,169.939,0.118
Raised on Metal,Lonewolf,0.0000169,0.33,198507,0.915,0.0418,1,0.0523,-5.864,1,0.0608,169.937,0.248
Gunshotta,Machinedrum,0.00436,0.661,346118,0.788,0.728,11,0.242,-7.828,0,0.141,169.935,0.294
Knock Knock,Angerfist,0.0828,0.34,242824,0.954,0.566,6,0.173,-3.576,0,0.11,169.924,0.196
Qaafirana,Arijit Singh,0.0726,0.417,341823,0.433,0,4,0.123,-8.958,1,0.0415,169.92,0.207
Lockjaw,French Montana Featuring Kodak Black,0.0411,0.615,223147,0.648,0,5,0.277,-3.792,0,0.22,169.912,0.26
Seek To Report Experiences,Valance Drakes,0.413,0.448,219473,0.409,0.909,1,0.111,-11.277,0,0.44,169.909,0.037
Save Me,Love Sees No Color,0.000785,0.405,232268,0.95,0.0368,2,0.323,-3.644,1,0.0482,169.903,0.568
Take A Back Road,Rodney Atkins,0.183,0.581,209427,0.856,0,3,0.0871,-4,1,0.0783,169.902,0.918
California King Bed,Rihanna,0.219,0.475,251600,0.577,0,7,0.121,-3.979,1,0.0341,169.897,0.319
Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,0.251,0.611,288760,0.688,0.00000235,2,0.248,-6.369,1,0.0529,169.895,0.649
Perennial Quest,Death,0.000482,0.281,501360,0.954,0.0069,1,0.34,-8.44,1,0.15,169.889,0.141
Pop Socket,VCTRE,0.14,0.627,231294,0.933,0.464,10,0.325,-5.176,0,0.225,169.873,0.254
Acapella,Karmin,0.126,0.667,198907,0.619,0,2,0.101,-4.933,1,0.151,169.865,0.427
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,0.00273,0.524,199973,0.772,0.000169,7,0.224,-6.696,0,0.152,169.855,0.237
All Over Me,Josh Turner,0.403,0.546,199493,0.776,0.00633,1,0.193,-7.359,1,0.0352,169.847,0.888
The Bare Necessities - Instrumental,Fred Mollin,0.974,0.534,91974,0.41,0.0763,5,0.112,-12.963,1,0.0477,169.833,0.957
Wanted,Hunter Hayes,0.268,0.421,228840,0.476,0,0,0.0816,-7.692,1,0.0298,169.784,0.3
T-Shirt From Metallica,Fleddy Melculy,0.0000892,0.344,160307,0.946,0.0505,7,0.0904,-5.711,1,0.297,169.752,0.291
Valuable Pain,YoungBoy Never Broke Again,0.23,0.525,169459,0.811,0,5,0.213,-5.702,0,0.345,169.685,0.513
Army Of The Night - Live,Powerwolf,0.0347,0.284,296173,0.881,0,4,0.829,-5.653,1,0.36,169.667,0.424
Pills N Potions,Nicki Minaj,0.00812,0.391,268000,0.604,0.00000518,2,0.0443,-8.104,1,0.212,169.658,0.168
"Pachtaoge (From ""Jaani Ve"")",Arijit Singh,0.624,0.515,226789,0.691,0,5,0.121,-4.028,0,0.0344,169.521,0.484
oh baby,LCD Soundsystem,0.0192,0.58,349693,0.622,0.653,5,0.648,-12.005,1,0.0352,169.442,0.781
Statesboro Blues,Blind Willie Johnson,0.857,0.531,162880,0.258,0.00000896,5,0.347,-14.041,1,0.127,169.308,0.552
Life of Sin,Sturgill Simpson,0.175,0.499,146107,0.699,0.00000612,4,0.148,-7.514,1,0.0702,169.244,0.814
In Death,Belphegor,0.00000897,0.374,252508,0.988,0.267,1,0.132,-4.52,1,0.235,169.029,0.166
In Death,Belphegor,0.00000897,0.374,252508,0.988,0.267,1,0.132,-4.52,1,0.235,169.029,0.166
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",0.255,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,0.739
Buick City Complex,Old 97's,0.0912,0.376,219907,0.701,0.0006,7,0.12,-7.556,1,0.0364,168.903,0.492
She'd Gone Punk/Hellhole,The Accüsed,0.33,0.427,183547,0.668,0.801,11,0.109,-12.884,0,0.0701,168.589,0.674
Good Life,G-Eazy & Kehlani,0.00464,0.565,225526,0.771,0,1,0.0568,-5.22,1,0.213,168.385,0.573
A.Y.D.,Cass McCombs,0.00196,0.321,246467,0.705,0.000224,11,0.0974,-6.945,0,0.089,168.351,0.287
Battle Scars,Lupe Fiasco & Guy Sebastian,0.186,0.517,250320,0.811,0,5,0.105,-4.526,0,0.286,168.269,0.494
Pop Out,Polo G Featuring Lil Tjay,0.15,0.772,166560,0.639,0,1,0.0698,-7.119,1,0.467,168.112,0.261
Dark Age Funk,Yuni Wa,0.00319,0.623,205729,0.532,0.854,0,0.149,-7.348,1,0.0545,168.106,0.31
By,HNNY,0.621,0.679,166345,0.427,0.564,2,0.102,-11.273,0,0.0753,168.103,0.301
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,0.318,0.443,183413,0.817,0,7,0.374,-3.729,1,0.0511,168.1,0.652
It Goes Like This,Thomas Rhett,0.117,0.543,186080,0.837,0,11,0.0872,-6.448,1,0.0608,168.056,0.506
In The Night,The Weeknd,0.0796,0.505,235653,0.68,0,7,0.0465,-4.99,1,0.0713,168.021,0.539
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,0.158,0.392,238693,0.839,0,7,0.3,-1.921,1,0.193,168.001,0.232
The Champ,Nelly,0.212,0.548,189000,0.883,0,6,0.0828,-4.697,1,0.0766,167.998,0.796
Shotgun Rider,Tim McGraw,0.126,0.468,235387,0.904,0.00000389,7,0.165,-4.574,1,0.0494,167.998,0.7
Thunder,Imagine Dragons,0.00671,0.605,187147,0.822,0.134,0,0.147,-4.833,1,0.0438,167.997,0.288
I Just Had Sex,The Lonely Island Featuring Akon,0.0193,0.615,166560,0.813,0,6,0.196,-4.318,1,0.143,167.991,0.799
Just Gettin' Started,Jason Aldean,0.396,0.507,195480,0.805,0.00000116,9,0.106,-4.611,0,0.0867,167.983,0.513
Baby Be My Love Song,Easton Corbin,0.0569,0.488,199747,0.713,0,0,0.305,-6.148,1,0.0472,167.973,0.483
Metal Reproduction,Le Réparateur,0.0342,0.733,134004,0.772,0.000745,5,0.0485,-6.324,1,0.0702,167.969,0.857
Only Prettier,Miranda Lambert,0.0818,0.389,189440,0.695,0,8,0.0698,-2.4,1,0.0348,167.968,0.778
Say Amen (Saturday Night),Panic! At The Disco,0.167,0.491,189187,0.867,0,6,0.458,-2.313,0,0.103,167.965,0.602
3 Peg,Sharry Mann,0.14,0.69,204396,0.926,0,0,0.112,-0.223,0,0.253,167.927,0.791
Saturday Nights,Khalid & Kane Brown,0.606,0.551,210667,0.44,0.0000302,10,0.11,-8.559,1,0.0985,167.923,0.341
R.I.C.O.,Meek Mill Featuring Drake,0.317,0.727,197133,0.599,0,1,0.219,-6.941,1,0.327,167.909,0.386
Maybe,Sick Puppies,0.0171,0.437,206120,0.913,0,7,0.284,-4.315,1,0.0972,167.861,0.537
Metal Invasion - 2015 Remastered Version,Freedom Call,0.000068,0.155,409013,0.948,0.00056,11,0.122,-4.346,1,0.105,167.73,0.233
A Little More Summertime,Jason Aldean,0.0386,0.482,219547,0.823,0.0000369,9,0.0948,-4.446,1,0.0661,167.665,0.451
Why Ya Wanna,Jana Kramer,0.273,0.299,221373,0.676,0,4,0.113,-3.187,1,0.051,167.498,0.298
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,0.168,0.4,281533,0.882,0,7,0.124,-1.958,0,0.334,167.114,0.385
Destructor,Aura Noir,0.0000127,0.127,282413,0.992,0.726,6,0.146,-3.65,0,0.123,167.101,0.166
Superheroes,The Script,0.00219,0.491,245467,0.885,0,3,0.0741,-4.121,1,0.0395,166.992,0.641
Three Men Sitting On A Hollow Log,Cass McCombs,0.175,0.544,281587,0.439,0.774,0,0.0928,-11.776,1,0.0282,166.879,0.501
Lonesome Cowboy Bill (Mono),The Velvet Underground,0.0679,0.33,162387,0.751,0.00000394,11,0.186,-7.961,1,0.0374,166.76,0.537
Heaven Southwestern,Darrell Mansfield,0.000746,0.201,554573,0.977,0.0122,7,0.338,-5.058,1,0.137,166.753,0.151
A Blacksmith for the Souls of Metal,Furze,0.0000246,0.202,262394,0.978,0.85,4,0.0469,-5.843,1,0.0745,166.658,0.393
The Metal Age - Live,Hammerfall,0.000171,0.22,265467,0.967,0.0155,9,0.981,-5.207,1,0.0992,166.629,0.335
A Blacksmith for the Souls of Metal,Furze,0.0000215,0.223,262306,0.986,0.793,4,0.0433,-4.399,1,0.0936,166.582,0.351
"More Than Meets the Eye - Live @ Paramount Theatre, Huntington, New York",Testament,0.00000437,0.109,265107,0.958,0.101,11,0.823,-7.252,1,0.0884,166.506,0.0661
"More Than Meets The Eye - Live @ Paramount Theatre, Huntington, New York",Testament,0.00000437,0.109,265107,0.958,0.101,11,0.823,-7.252,1,0.0883,166.504,0.0664
What's Free,Meek Mill Featuring Rick Ross & JAY-Z,0.000322,0.511,362839,0.718,0,11,0.111,-6.293,0,0.404,166.42,0.267
Lonely Boy,The Black Keys,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,0.607
Vanilla Twilight,Owl City,0.00961,0.582,231707,0.529,0.000554,11,0.113,-7.637,1,0.0248,166.134,0.567
Fine China,Future & Juice WRLD,0.0484,0.656,141587,0.542,0,7,0.126,-7.358,1,0.323,166.111,0.551
Notice Me,Migos Featuring Post Malone,0.112,0.793,233880,0.344,0.00000168,6,0.15,-9.757,1,0.357,166.105,0.45
OOOUUU,Young M.A,0.533,0.635,234650,0.847,0,7,0.154,-3.152,1,0.447,166.072,0.568
Die A Happy Man,Thomas Rhett,0.418,0.595,227427,0.389,0.00000139,2,0.116,-9.245,1,0.0349,166.052,0.4
Song For Another Time,Old Dominion,0.125,0.497,191827,0.805,0,11,0.167,-3.995,1,0.0332,166.048,0.696
Genesis,Grimes,0.0764,0.611,255320,0.677,0.0698,10,0.241,-6.745,0,0.034,166.04,0.233
Stress,Tycho,0.444,0.476,305299,0.56,0.915,3,0.0881,-11.969,1,0.0311,166.021,0.239
Wish You Were Here,Avril Lavigne,0.0323,0.454,225760,0.865,0,4,0.186,-3.841,1,0.0561,166.018,0.34
To Sing A Metal Song,Van Canto,0.0128,0.535,204893,0.942,0,11,0.357,-4.861,0,0.0428,166.013,0.697
Am I The Only One,Dierks Bentley,0.29,0.579,191253,0.878,0,2,0.789,-5.396,1,0.145,165.972,0.88
Live From The Gutter,Drake & Future,0.0369,0.823,211643,0.49,0.00000116,7,0.0807,-8.391,1,0.429,165.949,0.307
Ando Bien Pedo,Banda Los Recoditos,0.524,0.74,144147,0.849,0,3,0.0911,-3.171,1,0.113,165.91,0.964
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,0.043,0.71,292067,0.729,0.0000588,11,0.224,-7.01,0,0.219,165.899,0.55
V. 3005,Childish Gambino,0.0108,0.561,225867,0.431,0.202,8,0.117,-9.53,1,0.0444,165.854,0.132
The Story Of O.J.,JAY-Z,0.283,0.741,231760,0.718,0.00000221,7,0.23,-5.823,1,0.415,165.848,0.576
I Found a New Way - Live from Spotify House Sxsw '16,Twin Peaks,0.00162,0.253,151230,0.911,0.0000443,2,0.96,-4.005,1,0.0504,165.711,0.504
Yeah,Joe Nichols,0.00637,0.404,231027,0.845,0.0000134,11,0.357,-4.647,1,0.049,165.703,0.591
The Alien,Manchester Orchestra,0.307,0.464,328933,0.334,0.247,6,0.11,-12.916,1,0.0313,165.278,0.326
Die fette Elfe - Rock Version,Jan Hegenberg,0.0762,0.363,167581,0.808,0,2,0.369,-7.145,1,0.0709,165.232,0.711
Samajavaragamana,Sid Sriram,0.91,0.568,219818,0.663,0.0000482,8,0.124,-6.179,1,0.0345,165.203,0.808
Here's To Never Growing Up,Avril Lavigne,0.0111,0.482,214320,0.873,0,0,0.409,-3.145,1,0.0853,165.084,0.737
"Dance, Dance, Dance - Live",Eure Mütter,0.234,0.551,280267,0.925,0,9,0.196,-3.96,0,0.372,165.061,0.566
Were All Created Evil,Lord Of The Lost,0.00000938,0.386,278107,0.992,0.477,9,0.0491,-3.769,1,0.234,165.041,0.0405
Let's Get It On,Hammerfall,0.000249,0.442,245773,0.983,0.000228,0,0.332,-2.414,1,0.13,165.022,0.195
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",0.0111,0.596,206567,0.815,0,6,0.174,-5.668,0,0.0755,165.015,0.459
"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,0.0111,0.596,206567,0.815,0,6,0.174,-5.668,0,0.0755,165.015,0.459
Irresistible,Fall Out Boy,0.071,0.487,206507,0.937,0,2,0.236,-3.123,1,0.11,164.996,0.445
Used To This,Future Featuring Drake,0.0312,0.618,180520,0.727,0,3,0.196,-7.224,0,0.208,164.992,0.401
Are You Ready?,The Profane,0.00973,0.351,207275,0.968,0.0000735,0,0.126,-4.62,1,0.0821,164.989,0.311
Kings And Queens,Thirty Seconds To Mars,0.0401,0.293,347667,0.816,0.0000295,8,0.13,-5.432,1,0.0844,164.982,0.148
Backin' It Up,Pardison Fontaine Featuring Cardi B,0.0886,0.796,190466,0.68,0,10,0.268,-4.853,0,0.353,164.932,0.565
Hot Now,YoungBoy Never Broke Again,0.232,0.739,128414,0.637,0,4,0.634,-5.79,0,0.44,164.91,0.513
Anything Like Me,Brad Paisley,0.422,0.545,268187,0.522,0,2,0.119,-9.241,1,0.0341,164.869,0.446
"Wandering Illusions for Sheng, Clarinet, Violin, Viola, Cello and Piano (2016): V. Wood, Water and Metal",Xiaoyong Chen,0.337,0.269,262036,0.0482,0.812,5,0.321,-26.968,1,0.066,164.591,0.0735
Let Me Go,Avril Lavigne Featuring Chad Kroeger,0.212,0.385,267973,0.654,0,4,0.136,-6.635,1,0.0342,164.196,0.125
Red Solo Cup,Toby Keith,0.287,0.535,223387,0.56,0,4,0.209,-6.586,1,0.0901,164.17,0.785
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,0.0254,0.519,205373,0.57,0,1,0.0821,-7.366,1,0.202,164.155,0.317
Boyfriend,Big Time Rush,0.0987,0.614,201040,0.857,0,1,0.177,-4.171,0,0.111,164.146,0.677
Found You,Kane Brown,0.0528,0.46,191733,0.821,0,4,0.0818,-5.333,0,0.0404,164.144,0.438
Omerta,Drake,0.0337,0.646,219507,0.899,0,6,0.232,-2.232,1,0.298,164.119,0.685
Download,The Landers,0.47,0.702,216585,0.895,0,6,0.0848,-0.149,0,0.251,164.11,0.631
Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,0.139,0.52,432853,0.762,0.0000111,2,0.114,-6.75,1,0.538,164.096,0.265
Rewind,Rascal Flatts,0.0222,0.549,203507,0.698,0,3,0.202,-6.679,1,0.0347,164.049,0.719
Night's On Fire,David Nail,0.243,0.54,189733,0.776,0,4,0.378,-4.155,1,0.043,164.046,0.784
Shoot It Out,10 Years,0.00347,0.47,199680,0.882,0.00000162,6,0.372,-3.906,1,0.0638,164.04,0.328
Aag,The PropheC,0.21,0.666,160416,0.586,0,5,0.128,-7.755,0,0.0922,164.038,0.309
Do You Feel Better Yet?,The Swellers,0.0000765,0.393,147440,0.943,0.000289,5,0.106,-3.548,1,0.0467,164.029,0.357
Over Now,Post Malone,0.139,0.569,246987,0.777,0,4,0.132,-4.041,0,0.0834,164.027,0.181
It All Comes Out In The Wash,Miranda Lambert,0.00106,0.602,214787,0.73,0.000115,0,0.095,-4.925,1,0.0314,164.027,0.923
Send My Love (To Your New Lover),Adele,0.0415,0.69,223080,0.524,0.00000316,6,0.17,-8.39,0,0.103,164.023,0.562
Sugar Wraith,Post Malone,0.262,0.606,228147,0.775,0,5,0.1,-4.269,0,0.0671,164.02,0.307
Black And Yellow,Wiz Khalifa,0.0646,0.684,217667,0.834,0,2,0.271,-4.524,0,0.0675,164.02,0.538
Graylands,Omac,0.0901,0.633,365140,0.793,0,7,0.0739,-9.983,1,0.33,164.016,0.669
Look At You,Big & Rich,0.0681,0.503,223707,0.822,0,11,0.145,-4.941,1,0.0506,164.013,0.714
Death,Trippie Redd Featuring DaBaby,0.0579,0.802,172196,0.82,0,10,0.149,-5.969,0,0.146,164.005,0.613
Abremalin,From The Dark,0.0000538,0.127,281520,0.832,0.887,0,0.0466,-8.16,1,0.0676,164.005,0.088
Raise a Hallelujah (Studio Version),Bethel Music,0.00985,0.42,244040,0.823,0,1,0.103,-4.889,1,0.0434,163.997,0.517
Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,0.122,0.723,213766,0.891,0,5,0.379,-4.31,0,0.131,163.995,0.884
Flex (Ooh Ooh Ooh),Rich Homie Quan,0.0384,0.676,176675,0.615,0,6,0.341,-7.534,0,0.0496,163.993,0.883
Black Widow,Iggy Azalea Featuring Rita Ora,0.192,0.743,209423,0.72,0.000386,11,0.109,-3.753,1,0.124,163.99,0.519
Mean,Taylor Swift,0.452,0.568,237733,0.761,0,4,0.217,-3.987,1,0.0459,163.974,0.789
Pray,Justin Bieber,0.124,0.57,212320,0.797,0.00000113,11,0.105,-7.674,1,0.0599,163.969,0.664
Bulletproof,Joey Trap,0.0541,0.872,147107,0.685,0,11,0.115,-4.211,0,0.267,163.959,0.614
Call It What You Want,Taylor Swift,0.186,0.598,203507,0.504,0.000221,9,0.34,-9.874,1,0.0731,163.954,0.252
A Guy With A Girl,Blake Shelton,0.0158,0.552,189467,0.893,0,0,0.105,-4.593,1,0.0383,163.948,0.777
Lean Wit Me,Juice WRLD,0.0414,0.665,175755,0.651,0,1,0.0896,-5.515,1,0.156,163.935,0.237
Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",0.0263,0.585,195733,0.911,0,11,0.112,-4.623,1,0.119,163.933,0.781
One More Time with Feeling,Florian Ostertag,0.626,0.599,214311,0.731,0.186,2,0.162,-10.216,1,0.0318,163.91,0.565
Making Christmas,Rise Against,0.0000621,0.515,207213,0.97,0.00819,1,0.149,-4.825,1,0.0621,163.908,0.609
Day Drinking,Little Big Town,0.103,0.591,178840,0.959,0,9,0.779,-2.515,1,0.057,163.883,0.86
Satisfya,Imran Khan,0.00451,0.726,180056,0.652,0.0000332,1,0.226,-7.764,0,0.11,163.879,0.803
Say Aah,Lindsey Pavao,0.506,0.605,177867,0.792,0,5,0.322,-5.855,1,0.0381,163.867,0.463
Downtown,Guru Randhawa,0.0483,0.601,216120,0.816,0.00000357,6,0.236,-5.647,0,0.0715,163.867,0.303
Take A Little Ride,Jason Aldean,0.044,0.472,187613,0.866,0,2,0.213,-3.771,1,0.0413,163.867,0.775
Red Light,David Nail,0.0917,0.387,246333,0.804,0.0000198,9,0.171,-2.601,1,0.0372,163.853,0.428
Metal Negro,Imperius Profanus,0.00000135,0.168,253907,0.995,0.972,6,0.184,-1.236,0,0.293,163.599,0.0699
"French Ouverture, BWV 831",Johann Sebastian Bach,0.984,0.329,183760,0.0689,0.0171,2,0.197,-24.274,1,0.0425,163.41,0.741
Cowboy Song,Jingo De Lunch,0.00593,0.0925,175693,0.968,0.00000411,9,0.348,-3.403,1,0.0891,163.354,0.153
They Hate Punk Rock,D.O.A.,0.00272,0.294,65933,0.976,0,7,0.421,-4.857,1,0.123,163.329,0.838
Easy Ridin,ohbliv,0.924,0.666,74958,0.721,0,8,0.195,-12.068,0,0.876,163.292,0.775
Way Down We Go,Kaleo,0.579,0.489,213707,0.505,0.000333,10,0.104,-8.022,0,0.117,163.255,0.337
Heavy Metal,Clap Your Hands Say Yeah,0.000389,0.31,241040,0.968,0.00123,7,0.114,-4.206,1,0.156,163.214,0.189
The Last Day Of May,Roger Eno,0.996,0.416,173644,0.0393,0.95,11,0.106,-23.512,0,0.0794,163.212,0.35
Who I Want to Be,David Arnold,0.78,0.0953,162307,0.209,0.901,9,0.131,-19.738,0,0.0402,163.208,0.0385
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",0.0668,0.708,230520,0.56,0,9,0.111,-7.132,1,0.129,163.043,0.411
See Through You,Black Metal Raccoons,0.0000663,0.378,185523,0.923,0.0731,5,0.169,-6.461,1,0.0445,162.996,0.331
Donald Trump,Mac Miller,0.119,0.636,165908,0.901,0,1,0.391,-7.094,0,0.118,162.994,0.836
Magnolia,Playboi Carti,0.0113,0.791,181812,0.581,0,11,0.35,-7.323,0,0.286,162.99,0.438
Up All Night,Jon Pardi,0.185,0.549,209640,0.713,0,9,0.112,-4.935,1,0.0306,162.989,0.463
Ecstasy,Young Thug Featuring Machine Gun Kelly,0.000541,0.826,178240,0.691,0,1,0.157,-6.557,1,0.129,162.966,0.603
Whip My Hair,WILLOW,0.00159,0.552,195440,0.98,0.00552,9,0.438,-4.676,0,0.254,162.961,0.668
Just Like Fire,P!nk,0.0114,0.632,215414,0.701,0,7,0.108,-5.921,1,0.146,162.958,0.497
White Lies,Max Frost,0.153,0.695,177835,0.878,0,1,0.0764,-3.429,0,0.0441,162.898,0.969
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,0.0152,0.817,213080,0.646,0,4,0.125,-5.12,0,0.249,162.898,0.835
Blood on Your Name,Emerald Sun,0.000691,0.413,301575,0.931,0.0000136,7,0.141,-1.889,0,0.0766,162.866,0.4
Raggarlåten - Acoustic version,Sofie Svensson,0.506,0.561,164746,0.445,0,4,0.113,-7.569,1,0.0556,162.566,0.73
Down the Line,Beach Fossils,0.24,0.603,158474,0.743,0.00392,7,0.147,-6.569,1,0.0395,162.265,0.533
Gimmie That Girl,Joe Nichols,0.205,0.5,185453,0.9,0.000251,2,0.694,-3.577,1,0.117,162.249,0.675
Right Thru Me,Nicki Minaj,0.0876,0.381,235773,0.68,0.00147,1,0.168,-4.724,1,0.162,162.246,0.167
No Me Conoces Aún,Palomo,0.161,0.655,224253,0.624,0.00000409,11,0.158,-5.795,1,0.0528,162.167,0.578
One Way Or Another (Teenage Kicks),One Direction,0.025,0.489,157293,0.867,0,4,0.586,-3.121,0,0.071,162.131,0.409
Black and White,Rage,0.000011,0.44,319840,0.969,0.0499,0,0.354,-6.271,1,0.0753,162.101,0.207
Glow,Drake Featuring Kanye West,0.2,0.688,206120,0.384,0,9,0.708,-8.824,0,0.375,162.097,0.432
Sacrilegium I,Zeal & Ardor,0.494,0.695,120463,0.532,0.00566,5,0.13,-11.547,0,0.415,162.093,0.424
If The Boot Fits,Granger Smith,0.0252,0.528,170093,0.928,0.00000288,3,0.0467,-5.743,1,0.0456,162.069,0.885
Mind Reader,Dustin Lynch,0.0266,0.394,185413,0.8,0,4,0.184,-4.17,0,0.0413,162.053,0.525
L'aventure la voilà,Mon Cote Punk,0.101,0.476,234187,0.868,0.0000189,0,0.0857,-5.506,1,0.356,162.048,0.643
Paradise Warfare,Carpenter Brut,0.000432,0.324,254815,0.943,0.905,2,0.319,-0.957,1,0.0747,162.047,0.274
First Off,Future Featuring Travis Scott,0.013,0.734,228367,0.683,0,1,0.28,-6.105,1,0.0776,162.038,0.445
Juice,Yo Gotti,0.00171,0.887,149242,0.568,0.0000111,2,0.0812,-5.853,1,0.323,162.038,0.754
Funk Assembly,PSYQUI,0.000545,0.707,266937,0.966,0.806,11,0.673,-5.089,1,0.231,162.018,0.857
Mr. Rock and Roll,Darrell Mansfield,0.136,0.451,248200,0.952,0.001,9,0.0977,-3.837,1,0.0534,162.01,0.937
Where Ya At,Future Featuring Drake,0.0933,0.813,208027,0.453,0,1,0.14,-6.941,1,0.338,161.997,0.191
Rubbin Off The Paint,YBN Nahmir,0.00529,0.734,159916,0.751,0,1,0.183,-7.26,1,0.285,161.997,0.56
Mistletoe,Justin Bieber,0.498,0.658,182947,0.56,0,6,0.0794,-9.049,0,0.0467,161.994,0.854
The Metal Age,Hammerfall,0.000093,0.411,268667,0.93,0.152,1,0.0932,-8.104,0,0.0519,161.992,0.579
Let There Be Cowgirls,Chris Cagle,0.0892,0.537,273480,0.788,0.00000127,11,0.164,-5.557,1,0.0362,161.991,0.727
All Girls Are The Same,Juice WRLD,0.0769,0.671,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,0.203
The Straight Razor Cabaret,Aurelio Voltaire,0.518,0.531,207120,0.839,0.0000156,7,0.137,-5.706,0,0.0634,161.987,0.738
BBO (Bad Bitches Only),Migos Featuring 21 Savage,0.0413,0.808,251859,0.771,0.00000129,4,0.18,-5.719,0,0.0645,161.94,0.471
Did I Mention,Jeff Lewis,0.0393,0.691,153787,0.877,0,7,0.0325,-2.954,1,0.159,161.935,0.968
Right By My Side,Nicki Minaj Featuring Chris Brown,0.0178,0.569,265333,0.858,0,1,0.127,-4.847,1,0.268,161.921,0.495
Little Toy Guns,Carrie Underwood,0.00407,0.434,210760,0.868,0.00000198,7,0.0919,-1.208,1,0.0603,161.886,0.204
