track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Paradise,Bazzi,0.0828,0.844,169038,0.644,0,11,0.113,-6.273,0,0.0479,122.061,0.591
So Am I,Ava Max,0.0737,0.682,183027,0.656,0,6,0.353,-4.67,1,0.0435,130.089,0.607
Golden Years - M-Phazes Remix,Ruel,0.187,0.722,234293,0.559,0.00000896,10,0.125,-5.249,0,0.0342,110.065,0.255
If I Can't Have You,Shawn Mendes,0.524,0.692,190800,0.809,0,2,0.147,-4.198,1,0.0602,123.911,0.864
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.0291,0.614,193040,0.839,0,0,0.112,-4.143,1,0.0702,182.123,0.657
Boy With Luv (feat. Halsey),BTS,0.0923,0.645,229773,0.862,0,11,0.192,-4.757,0,0.0965,119.991,0.798
A Different Way (with Lauv),DJ Snake,0.534,0.781,198286,0.765,0,8,0.152,-4.092,1,0.0385,104.987,0.564
No Brainer,DJ Khaled,0.0733,0.552,260000,0.76,0,0,0.0865,-4.706,1,0.342,135.702,0.639
Woman Like Me (feat. Nicki Minaj),Little Mix,0.173,0.757,228207,0.849,0,5,0.0878,-3.424,0,0.0536,150.036,0.826
Mama,Jonas Blue,0.091,0.739,181615,0.792,0,11,0.0516,-4.256,0,0.0418,104.016,0.547
New Rules,Dua Lipa,0.00261,0.762,209320,0.7,0.0000156,9,0.153,-6.021,0,0.0694,116.073,0.608
7 rings,Ariana Grande,0.578,0.725,178640,0.321,0,1,0.0884,-10.744,0,0.323,70.142,0.319
No Sleep (feat. Bonn),Martin Garrix,0.129,0.44,207095,0.635,0,11,0.121,-6.385,1,0.0326,128.133,0.327
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.556,0.76,158040,0.479,0,2,0.0703,-5.574,1,0.0466,89.911,0.913
Who Do You Love,The Chainsmokers,0.00791,0.51,226747,0.835,0,3,0.219,-4.673,1,0.0447,140.024,0.435
There's Nothing Holdin' Me Back,Shawn Mendes,0.38,0.866,199440,0.813,0,11,0.0779,-4.063,0,0.0554,121.998,0.969
Capital Letters,Hailee Steinfeld,0.0342,0.672,219387,0.82,0.00000667,0,0.0921,-5.473,1,0.0767,100.069,0.463
Anywhere,Rita Ora,0.0364,0.628,215064,0.797,0,11,0.104,-3.953,0,0.0596,106.93,0.321
Like I Do,David Guetta,0.00664,0.635,202500,0.9,0.0145,0,0.37,-3.719,0,0.0377,127.978,0.15
FRIENDS,Marshmello,0.205,0.626,202621,0.88,0,9,0.128,-2.384,0,0.0504,95.079,0.534
Dance To This (feat. Ariana Grande),Troye Sivan,0.00632,0.736,231847,0.756,0.00577,11,0.106,-7.099,1,0.047,117.016,0.712
Polaroid,Jonas Blue,0.293,0.652,193377,0.897,0,7,0.0722,-4.481,0,0.036,114.033,0.475
Came Here for Love,Sigala,0.0313,0.708,202999,0.868,0,6,0.122,-3.287,1,0.0431,124.994,0.72
How Long,Charlie Puth,0.211,0.845,200853,0.561,0.00000349,1,0.0383,-5.253,0,0.0778,109.974,0.811
Part Of Me,Katy Perry,0.000354,0.667,216160,0.922,0,5,0.0867,-4.645,1,0.0353,130.01,0.761
Last Friday Night (T.G.I.F.),Katy Perry,0.00125,0.649,230747,0.815,0.0000431,3,0.671,-3.796,0,0.0415,126.03,0.765
Time of Our Lives,Pitbull,0.0921,0.72,229360,0.802,0,1,0.694,-5.797,1,0.0582,124.043,0.723
I'm a Mess,Bebe Rexha,0.00281,0.63,195519,0.694,0,11,0.0719,-6.257,0,0.0253,97.005,0.216
The Way I Am,Charlie Puth,0.314,0.755,186080,0.769,0.00000238,10,0.0628,-5.658,0,0.186,114.966,0.642
Jackie Chan,Tiësto,0.374,0.747,215760,0.834,0,3,0.0586,-2.867,0,0.045,128.005,0.687
Rise,Jonas Blue,0.323,0.69,194408,0.784,0,1,0.203,-4.653,1,0.032,106.066,0.669
Solo (feat. Demi Lovato),Clean Bandit,0.0441,0.737,222653,0.636,0.0000666,11,0.35,-4.546,0,0.0437,105.005,0.565
One Kiss (with Dua Lipa),Calvin Harris,0.037,0.791,214847,0.862,0.0000219,9,0.0814,-3.24,0,0.11,123.994,0.592
There for You,Martin Garrix,0.124,0.611,221904,0.644,0,6,0.124,-7.607,0,0.0553,105.969,0.13
Lean On (feat. MØ & DJ Snake),Major Lazer,0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,0.274
Ain't My Fault,Zara Larsson,0.00778,0.576,224031,0.782,0,6,0.285,-4.825,0,0.0296,141.153,0.355
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.15,0.703,193613,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,0.733
Unbelievable,Why Don't We,0.105,0.532,189385,0.66,0.000222,7,0.0996,-7.138,1,0.0825,130.013,0.676
Ciao Adios,Anne-Marie,0.127,0.698,200105,0.882,0,4,0.15,-3.078,0,0.0863,106.083,0.445
Bang Bang,Jessie J,0.26,0.706,199387,0.786,0,0,0.38,-3.417,0,0.0909,150.035,0.749
I Want You To Know,Zedd,0.00537,0.58,240000,0.846,0.00000662,9,0.145,-2.876,0,0.0573,129.998,0.366
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,0.482,0.806,198973,0.558,0,9,0.0618,-6.46,1,0.0683,95.016,0.678
No One Compares To You,Jack & Jack,0.127,0.7,182920,0.748,0,1,0.0941,-6.044,1,0.0434,111.939,0.631
Dance Monkey,Tones and I,0.693,0.824,209755,0.592,0.000158,6,0.178,-6.4,0,0.0969,98.074,0.54
Higher Love,Kygo,0.0154,0.693,228267,0.678,0.00000605,8,0.101,-7.159,1,0.0324,103.952,0.404
Lalala,Y2K,0.181,0.843,160627,0.391,0,2,0.137,-7.899,1,0.0845,129.972,0.496
Look At Her Now,Selena Gomez,0.114,0.563,162596,0.564,0.0254,10,0.304,-7.906,0,0.271,154.355,0.55
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.298,0.668,159011,0.892,0,5,0.735,-3.001,0,0.0645,95.927,0.478
Truth Hurts,Lizzo,0.11,0.715,173325,0.624,0,4,0.123,-3.046,0,0.114,158.087,0.412
Don't Start Now,Dua Lipa,0.0125,0.794,183290,0.793,0,11,0.0952,-4.521,0,0.0842,123.941,0.677
Goodbyes (Feat. Young Thug),Post Malone,0.447,0.58,174960,0.653,0,5,0.111,-3.818,1,0.0745,150.231,0.175
Bad Liar,Imagine Dragons,0.0722,0.383,260773,0.637,0,3,0.368,-6.993,1,0.0703,177.913,0.0827
Lost Control,Alan Walker,0.0345,0.736,222320,0.555,0.000157,4,0.0798,-4.689,1,0.0757,91.997,0.323
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,0.0244,0.456,189132,0.828,0,1,0.21,-6.225,1,0.077,116.719,0.313
My Oh My (feat. DaBaby),Camila Cabello,0.018,0.724,170746,0.491,0.0000129,8,0.0887,-6.024,1,0.0296,105.046,0.383
sex,EDEN,0.162,0.413,218808,0.521,0,9,0.323,-4.469,1,0.0466,103.391,0.532
Birthday Suit,Cosmo Sheldrake,0.837,0.69,80407,0.574,0.0000948,8,0.121,-8.109,1,0.231,62.619,0.522
Blinding Lights,The Weeknd,0.00147,0.513,201573,0.796,0.000209,1,0.0938,-4.075,1,0.0629,171.017,0.345
Ayy Macarena,Tyga,0.133,0.816,131607,0.63,0,2,0.0692,-5.568,1,0.226,96.493,0.715
Adore You,Harry Styles,0.0237,0.676,207133,0.771,0.000007,8,0.102,-3.675,1,0.0483,99.048,0.569
Rare,Selena Gomez,0.208,0.838,220590,0.545,0.0000801,5,0.103,-6.713,1,0.0706,114.998,0.631
Two 10s,Quinn XCII,0.696,0.785,216284,0.412,0.0000145,0,0.142,-8.121,0,0.25,143.099,0.513
Cellophane,Ella Vos,0.0901,0.694,165000,0.481,0.000109,1,0.144,-9.169,1,0.0534,119.933,0.112
Older,Shallou,0.285,0.543,218587,0.483,0.000026,2,0.155,-8.222,1,0.0697,142.851,0.183
Stay Forever (feat. STRFKR),Whethan,0.0000334,0.554,153430,0.835,0.826,5,0.0912,-4.699,1,0.0334,117.932,0.0656
So High,JAYLIEN,0.0336,0.511,229565,0.715,0,5,0.349,-6.547,0,0.174,138.014,0.621
isohel,EDEN,0.786,0.338,270677,0.512,0.00000393,4,0.819,-9.596,1,0.11,89.15,0.203
Good Thing (feat. Kehlani) - Grant Remix,Zedd,0.061,0.77,218545,0.695,0.0000373,9,0.162,-5.936,1,0.0382,105.036,0.381
Deleter,Grouplove,0.00000381,0.421,234387,0.991,0.0466,8,0.13,-3.678,1,0.124,159.998,0.446
the movies,Nightly,0.0773,0.651,178909,0.87,0.0000112,11,0.0852,-4.818,1,0.0262,109.984,0.811
Half Your Age,Joywave,0.0112,0.463,209227,0.786,0,9,0.654,-4.323,1,0.0323,84.966,0.492
This Is Our Time,WILD,0.0243,0.531,202478,0.724,0.0515,8,0.112,-7.341,1,0.0283,145.022,0.288
hungover & i miss u,gnash,0.37,0.926,166667,0.418,0.0000778,6,0.158,-8.154,1,0.0471,128.003,0.335
The Story,Conan Gray,0.817,0.542,245267,0.299,0,0,0.109,-10.379,1,0.0305,141.917,0.274
she,Hayley Kiyoko,0.00158,0.754,191176,0.654,0.035,8,0.137,-5.291,1,0.0331,95.987,0.627
How You've Been - Acoustic,R3HAB,0.715,0.611,142051,0.329,0,9,0.257,-10.359,1,0.0352,117.285,0.326
Slow,SHY Martin,0.815,0.636,163547,0.243,0,2,0.111,-9.509,1,0.04,142.016,0.239
If You Don't,Jonah Baker,0.852,0.643,179972,0.292,0,9,0.0679,-9.985,1,0.0467,97.807,0.379
Wherever You Are,Kodaline,0.142,0.514,185005,0.612,0,4,0.0868,-5.981,1,0.0298,125.99,0.342
No Sleep,No Love For The Middle Child,0.451,0.614,207179,0.608,0.0000503,10,0.134,-7.356,1,0.0375,117.056,0.478
Diamonds,Echosmith,0.0059,0.568,202687,0.922,0.0000464,6,0.104,-3.817,1,0.0473,118.98,0.654
Push My Luck - Famba Remix,The Chainsmokers,0.000873,0.632,178067,0.811,0.000525,11,0.0553,-6.427,0,0.0396,123.966,0.339
You Love Me,flora cash,0.363,0.542,221640,0.49,0,9,0.108,-7.455,0,0.0276,114.041,0.24
supernova,prettyboyshav,0.022,0.616,192683,0.575,0,1,0.35,-9.811,1,0.0442,133.94,0.234
Long Shot - Mount Pleasant Remix,Transviolet,0.485,0.692,223590,0.756,0.113,8,0.159,-7.305,1,0.0424,116.983,0.233
MIDDLE OF THE NIGHT,Elley Duhé,0.0228,0.41,184448,0.611,0,4,0.116,-8.271,0,0.0467,185.727,0.0899
Faith (with Dolly Parton) [feat. Mr. Probz] - Acoustic,Galantis,0.339,0.557,173218,0.518,0,7,0.0867,-7.043,1,0.0315,110.291,0.354
Control,Winona Oak,0.297,0.685,182852,0.631,0.0234,4,0.182,-9.351,0,0.0945,107.992,0.281
Sunrise,Kevitch,0.522,0.608,208744,0.388,0.118,5,0.11,-11.675,0,0.0341,138.058,0.145
World's on Fire,Superheart,0.00445,0.585,274351,0.85,0.551,5,0.0876,-5.345,1,0.0262,119.999,0.883
Changed,Henry Park,0.304,0.478,253792,0.509,0.00318,8,0.0753,-9.967,1,0.0347,89.851,0.0875
Long Time Coming,Caitlyn Smith,0.0976,0.242,204360,0.591,0.0000172,7,0.122,-3.475,0,0.0505,198.732,0.321
Kindergarten,chloe moriondo,0.548,0.692,145625,0.285,0,7,0.0978,-14.687,1,0.106,119.949,0.278
Radical - Edit,Amtrac,0.112,0.652,237978,0.751,0.592,6,0.102,-8.327,0,0.0369,122.024,0.0399
VICTIM OF A SYSTEM,RAT BOY,0.00435,0.581,187630,0.927,0,10,0.381,-4.521,0,0.0578,99.984,0.917
MMXX,Royal & the Serpent,0.187,0.821,138909,0.5,0.0000702,10,0.111,-7.167,0,0.16,82.475,0.603
Hallucinations - Acoustic,PVRIS,0.841,0.395,272366,0.432,0.0000708,11,0.0927,-4.923,0,0.0303,90.542,0.32
Cyclone,Trove,0.0783,0.518,204946,0.774,0,5,0.152,-6.973,0,0.158,91.982,0.69
So Predictable,Set It Off,0.11,0.564,181332,0.867,0,5,0.155,-3.238,0,0.0541,150.004,0.505
backup,guardin,0.831,0.633,165015,0.327,0.0000304,0,0.114,-3.599,1,0.0386,127.853,0.57
The Good Life,Devon Gilfillian,0.33,0.59,245080,0.701,0.0000295,11,0.0888,-5.488,1,0.105,86.758,0.595
You Love It!,ripmattblack,0.201,0.88,173195,0.74,0.0000357,5,0.0772,-8.848,0,0.0327,119.985,0.981
Outside Inside,EDEN KAI,0.189,0.698,173667,0.515,0.00168,1,0.164,-10.985,1,0.0399,99.999,0.509
Swing (feat. Allday),Sofi Tukker,0.0159,0.76,179279,0.731,0.0506,5,0.151,-4.864,0,0.134,123.063,0.49
On the Back of Your Neck,Cienfue,0.1,0.676,253444,0.788,0.254,9,0.326,-4.596,0,0.0428,123.018,0.688
Still Alive - Cruise Control Remix,A R I Z O N A,0.0192,0.767,215967,0.738,0.561,2,0.106,-6.907,0,0.0374,120.001,0.339
Go to Sleep Little Baby,Niykee Heaton,0.72,0.55,164153,0.182,0,10,0.165,-12.543,1,0.0306,94.806,0.369
Don't Miss Me? - UNKLFNKL Remix,Marianas Trench,0.047,0.44,207500,0.787,0.0000312,2,0.111,-5.451,1,0.213,97.391,0.33
U DO U,Yung Scuff,0.121,0.697,154259,0.497,0,11,0.111,-9.934,1,0.169,161.988,0.49
2025,Bohdi,0.217,0.938,209250,0.608,0.00114,0,0.131,-9.963,0,0.146,133.99,0.91
Nowhere,Gavin Haley,0.938,0.731,155821,0.221,0.00785,6,0.189,-17.946,1,0.049,100.982,0.445
Hard,Noah Neiman,0.11,0.496,170400,0.797,0,9,0.25,-5.579,1,0.184,150.071,0.384
Lonely,Walk Off the Earth,0.399,0.736,162442,0.734,0.00000724,1,0.117,-5.303,1,0.0306,98.001,0.509
The New Insane,COUNTERFEIT.,0.000209,0.689,172453,0.865,0.0000126,6,0.0978,-5.211,1,0.0962,105.001,0.589
Rich & Sad,PLVTINUM,0.0802,0.783,164615,0.648,0.0000143,8,0.2,-5.117,1,0.0839,156.028,0.616
Cloud 9,Beach Bunny,0.00167,0.637,147351,0.929,0.0000262,4,0.344,-3.593,1,0.0491,80.974,0.902
New York,Jake Isaac,0.827,0.766,201883,0.351,0.00837,0,0.191,-7.711,1,0.0276,87.988,0.583
Forever,Jacquie,0.481,0.729,222276,0.502,0.0000208,4,0.0985,-7.989,0,0.112,87.066,0.491
me & ur ghost,blackbear,0.0696,0.761,200400,0.625,0,7,0.0784,-6.17,1,0.026,100.022,0.875
Answer to Love,Dexter,0.345,0.681,159986,0.867,0,9,0.097,-4.836,1,0.0738,123.872,0.78
Good Ol' Days,Elijah Midjord,0.916,0.73,319018,0.389,0,10,0.0951,-9.329,1,0.0338,120.04,0.27
Bikini Porn,Tove Lo,0.0839,0.919,162947,0.687,0.000011,9,0.052,-5.793,0,0.0774,100.997,0.675
Is She,Tori Templet,0.268,0.723,190772,0.372,0.0000125,9,0.107,-14.808,0,0.215,77.99,0.387
All The Fucking Time - Acoustic,Loote,0.731,0.623,149974,0.355,0,6,0.098,-7.328,1,0.0388,159.965,0.647
Beautiful Stranger,Marcus King,0.837,0.485,247547,0.248,0.0000152,4,0.0935,-10.566,1,0.0292,111.662,0.188
melancholyism.,Super Whatevr,0.0357,0.44,188107,0.652,0.000136,0,0.0587,-6.201,0,0.079,93.353,0.5
Me Time,Brooke,0.446,0.696,168424,0.396,0,11,0.128,-9.165,0,0.0556,91.978,0.422
Just Say It out Loud,Gamma Skies,0.796,0.712,203238,0.506,0,8,0.115,-9.499,0,0.0429,93.008,0.502
Youuu,COIN,0.0029,0.528,235267,0.619,0,2,0.291,-6.959,1,0.0282,102.951,0.0845
You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You,Adam Jensen,0.699,0.318,186120,0.513,0,10,0.127,-7.607,0,0.0696,183.039,0.591
But I Like It,Lauren Sanderson,0.293,0.731,149692,0.362,0,2,0.11,-9.341,1,0.119,92.935,0.652
Sweaters,Blanks,0.225,0.727,177848,0.75,0,6,0.101,-6.223,1,0.0322,121.958,0.754
So Wrong,Jae Jin,0.779,0.446,200904,0.225,0,1,0.0885,-13.297,0,0.0494,89.297,0.237
Someday,Ed Whicher,0.536,0.752,192340,0.431,0.0108,2,0.128,-9.719,1,0.0312,140.809,0.426
Stranger,MOTHXR,0.0117,0.603,195000,0.688,0.75,8,0.0941,-5.515,1,0.0358,94.991,0.561
Broken Hearted,Mattia Pironti,0.27,0.737,177731,0.583,0,5,0.0808,-6.403,1,0.274,173.987,0.751
Apple Pie,Lizzy McAlpine,0.846,0.594,259167,0.315,0.0000131,10,0.122,-9.919,1,0.0327,89.675,0.345
Free,Matt Walden,0.564,0.521,204629,0.363,0.00223,9,0.0918,-12.249,1,0.0287,104.892,0.156
Never Loved You,Evie Clair,0.691,0.486,206102,0.389,0,4,0.085,-7.717,1,0.029,127.536,0.0869
Promises,All Harlem Music,0.111,0.461,191250,0.369,0,10,0.376,-10.478,1,0.0372,114.075,0.127
Building Chemistry,Cody Francis,0.305,0.783,193625,0.42,0.00000108,1,0.123,-8.779,1,0.0312,101.998,0.446
Thousand Lakes,Miki Ratsula,0.0332,0.609,160941,0.593,0.00439,9,0.11,-5.745,1,0.0365,85.016,0.264
Pull,The Summercamp,0.0375,0.587,235639,0.539,0,10,0.215,-6.807,1,0.0596,172.205,0.685
Happiest Year,Jaymes Young,0.885,0.501,228443,0.167,0,1,0.111,-14.061,1,0.0484,112.275,0.356
Roses,The Chainsmokers,0.0435,0.713,226739,0.802,0.00377,4,0.309,-7.055,1,0.0561,100.001,0.343
Same Old Love,Selena Gomez,0.0223,0.672,229080,0.593,0,11,0.214,-4.01,0,0.0304,98.02,0.438
Crystals,Of Monsters and Men,0.00228,0.582,243520,0.763,0.000332,0,0.101,-7.288,1,0.0308,132.178,0.327
Wolves Without Teeth,Of Monsters and Men,0.00117,0.355,232973,0.711,0.000865,11,0.334,-6.13,0,0.0313,102.189,0.432
Empire,Of Monsters and Men,0.000517,0.53,260413,0.684,0.000719,0,0.0946,-6.264,0,0.0331,118.782,0.519
Black Water,Of Monsters and Men,0.00199,0.474,253293,0.593,0.291,0,0.0688,-7.742,1,0.0282,114.958,0.203
We Sink,Of Monsters and Men,0.00311,0.46,261880,0.774,0.00241,11,0.13,-5.996,0,0.0281,111.042,0.359
Winter Sound - Bonus Track,Of Monsters and Men,0.000644,0.569,220840,0.737,0.000194,7,0.0663,-4.7,1,0.032,127.145,0.437
King And Lionheart,Of Monsters and Men,0.104,0.52,273853,0.655,0.00347,3,0.124,-6.516,1,0.0393,126.593,0.289
Little Talks,Of Monsters and Men,0.0206,0.446,266600,0.757,0,1,0.146,-5.177,1,0.0322,102.88,0.421
"Try Everything - From ""Zootopia"" Soundtrack",Shakira,0.024,0.709,196707,0.614,0,1,0.0908,-4.807,1,0.0307,115.487,0.52
Shut Up and Dance,WALK THE MOON,0.00607,0.579,197720,0.88,0.00000116,1,0.268,-3.154,1,0.0633,128.047,0.632
Rather Be (feat. Jess Glynne),Clean Bandit,0.162,0.799,227833,0.586,0.00000203,11,0.193,-6.735,1,0.0377,120.97,0.549
My House,Flo Rida,0.0215,0.688,192191,0.702,0,7,0.128,-4.792,0,0.0499,94.006,0.74
Cake By The Ocean,DNCE,0.147,0.771,218440,0.76,0,4,0.053,-5.459,0,0.0514,119,0.881
Don't Let Me Down,The Chainsmokers,0.157,0.532,208373,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,0.422
"Sit Still, Look Pretty",Daya,0.12,0.659,200717,0.767,0,2,0.181,-3.016,1,0.261,181.818,0.554
Hide Away,Daya,0.222,0.884,192381,0.826,0.00000229,11,0.0719,-3.672,0,0.0854,94.997,0.466
Stressed Out,Twenty One Pilots,0.0462,0.734,202333,0.637,0.0000229,4,0.0602,-5.677,0,0.141,169.977,0.648
My Shot,Lin-Manuel Miranda,0.15,0.829,333154,0.649,0,8,0.0904,-6.764,1,0.317,90.936,0.569
The Schuyler Sisters,Renée Elise Goldsberry,0.186,0.74,186543,0.727,0,2,0.627,-6.253,1,0.278,101.408,0.792
Right Hand Man,Lin-Manuel Miranda,0.177,0.68,321697,0.413,0,8,0.205,-9.41,1,0.492,158.58,0.384
Non-Stop,Leslie Odom Jr.,0.211,0.772,385438,0.482,0,6,0.223,-9.529,1,0.351,92.017,0.441
The Room Where It Happens,Leslie Odom Jr.,0.27,0.638,318215,0.49,0,4,0.657,-9.382,0,0.427,173.552,0.511
Shine Your Way,Alan Silvestri,0.00796,0.694,206080,0.443,0,1,0.0731,-8.136,1,0.0456,120.019,0.642
Tao Lang,Loonie,0.243,0.761,255387,0.964,0,1,0.221,-2.784,1,0.069,103.032,0.807
Heathens,Twenty One Pilots,0.0841,0.732,195920,0.396,0.0000358,4,0.105,-9.348,0,0.0286,90.024,0.548
Scars To Your Beautiful,Alessia Cara,0.0285,0.573,230227,0.739,0,0,0.111,-5.74,1,0.129,97.085,0.451
This Is What You Came For,Calvin Harris,0.199,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,0.465
Treat You Better,Shawn Mendes,0.128,0.448,187973,0.817,0,10,0.105,-4.069,0,0.386,83.015,0.709
Millionaire (feat. Nelly) - Alan Walker Remix,Cash Cash,0.0186,0.602,189338,0.807,0,5,0.148,-4.577,1,0.0545,96.044,0.424
Side To Side,Ariana Grande,0.0513,0.65,226160,0.736,0,6,0.235,-5.84,0,0.229,159.174,0.612
Hymn for the Weekend - Seeb Remix,Coldplay,0.00868,0.565,212647,0.849,0.00000468,0,0.12,-3.516,0,0.0517,102.034,0.427
It's Time,Imagine Dragons,0.0168,0.657,237987,0.885,0,2,0.147,-4.695,1,0.0344,105.011,0.869
Best Day Of My Life,American Authors,0.0625,0.67,194240,0.905,0.000151,2,0.0577,-2.385,1,0.0339,100.021,0.516
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,0.0865,0.786,195561,0.69,0.0000903,3,0.238,-4.665,1,0.04,122.006,0.485
Every Little Beat (feat. Allie Crystal),Anthem Academy,0.0455,0.721,193829,0.871,0.0000219,9,0.118,-4.164,1,0.0255,109.983,0.601
Love Myself,Hailee Steinfeld,0.00277,0.617,218747,0.762,0,0,0.434,-6.756,0,0.0763,122.914,0.334
Run,Delta Rae,0.178,0.492,178160,0.872,0.00264,2,0.0743,-5.994,1,0.0557,160.315,0.491
Sirens,Woodlock,0.0632,0.639,234787,0.641,0.0017,6,0.087,-7.693,1,0.0354,122.958,0.813
Catch,Dresses,0.29,0.818,231121,0.574,0,10,0.0875,-7.192,1,0.0476,120.027,0.869
Take It All,Sawyer Fredericks,0.00689,0.654,220973,0.886,0,5,0.136,-5.29,1,0.0416,94.014,0.626
Breaking Free,Built By Titan,0.0724,0.542,283065,0.847,0.00775,0,0.0827,-4.966,1,0.0565,128.011,0.292
Settle Down,Gentle Bones,0.272,0.472,220480,0.617,0,4,0.267,-7.073,1,0.0459,120.479,0.266
Forever on Your Side (feat. Kina Grannis),Imaginary Future,0.00462,0.699,242627,0.498,0.00019,9,0.312,-7.72,1,0.0359,115.983,0.359
Home We'll Go,Walk Off the Earth,0.195,0.617,189133,0.704,0.000304,7,0.0661,-6.686,1,0.0414,120.046,0.384
Shark in the Water,The Cocktails,0.59,0.645,183449,0.39,0.0141,4,0.159,-9.26,1,0.0397,98.98,0.703
Wild + Free,Andrew Simple,0.00985,0.66,154933,0.855,0.000088,9,0.0695,-8.386,1,0.0424,112.466,0.222
Looking Up,SafetySuit,0.00272,0.61,194025,0.822,0.000323,0,0.169,-4.424,1,0.0336,92.046,0.455
Where You Wanna Be,Charles William,0.00334,0.538,238816,0.798,0.00000127,11,0.195,-8.881,1,0.0289,98.009,0.477
Back to You,WILD,0.0897,0.499,195000,0.94,0.0000728,0,0.109,-2.741,1,0.0332,112.02,0.477
Spirits,The Strumbellas,0.169,0.54,203653,0.729,0,0,0.112,-3.709,1,0.0276,80.454,0.779
The Sound,The 1975,0.0875,0.646,248880,0.938,0.00000652,0,0.447,-4.735,1,0.0754,120.708,0.545
The Emotion,BØRNS,0.212,0.418,224787,0.688,0.00964,11,0.705,-5.515,1,0.0265,150.03,0.319
Stand By You,Rachel Platten,0.146,0.506,219000,0.897,0.000451,9,0.0868,-4.632,1,0.26,188.03,0.525
Life's What You Make It,Graham Colton,0.371,0.655,186109,0.686,0.00000113,7,0.113,-5.701,1,0.028,112.974,0.544
Secrets,Jacob Whitesides,0.0294,0.615,254853,0.901,0,0,0.119,-5.096,1,0.0551,107.998,0.559
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,0.0114,0.632,215414,0.701,0,7,0.108,-5.921,1,0.146,162.958,0.497
Ride,Twenty One Pilots,0.00835,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,0.566
A Room of Her Own (TS Version),Like Swimming,0.0863,0.715,214508,0.576,0.00000331,0,0.0822,-6.652,1,0.128,128.962,0.576
Monster Lead Me Home,Sara Hartman,0.208,0.595,237395,0.824,0.00094,0,0.106,-6.692,1,0.04,164.066,0.563
Safe Place to Land,Christian Burghardt,0.0809,0.632,236453,0.926,0,10,0.0854,-4.229,1,0.0593,134.033,0.439
Dream Girl,Wolfside,0.000545,0.629,241557,0.799,0.000124,1,0.126,-7.657,1,0.036,118.004,0.659
Revolution,Catey Shaw,0.0148,0.618,246626,0.754,0,10,0.178,-7.178,1,0.0546,120.019,0.317
"Sugar, You",Oh Honey,0.027,0.525,212053,0.785,0.00000227,9,0.173,-6.85,1,0.0425,132.969,0.24
While My Guitar Gently Weeps,Regina Spektor,0.237,0.696,323787,0.315,0.0000406,11,0.131,-15.067,0,0.0318,112.998,0.224
W.A.L,Valley,0.563,0.634,222147,0.674,0.00262,11,0.13,-10.269,1,0.0486,103.021,0.572
Tears,The Tragic Thrills,0.000189,0.619,211732,0.475,0.00000739,1,0.124,-10.12,1,0.0259,108.016,0.226
Into The Wild,Connell Cruise,0.00145,0.695,195227,0.814,0.00000136,11,0.296,-6.079,0,0.0351,96.99,0.628
Celeste,Ezra Vine,0.0299,0.604,203310,0.841,0.00382,1,0.136,-5.145,1,0.0423,138.976,0.578
Run Away With Me,Carly Rae Jepsen,0.0126,0.564,251320,0.719,0.000177,1,0.0536,-5.505,1,0.0475,119.023,0.251
This Is Gospel,Panic! At The Disco,0.00155,0.572,187187,0.912,0.0000012,7,0.102,-4.875,1,0.0707,156.073,0.606
Singing In The Rain,Simple Plan,0.0276,0.617,209489,0.733,0,9,0.0962,-3.76,1,0.0424,149.019,0.719
Bad Things - With Camila Cabello,Machine Gun Kelly,0.223,0.674,239280,0.694,0,2,0.183,-4.739,1,0.129,137.839,0.242
Geronimo,Sheppard,0.434,0.707,218228,0.771,0.0013,7,0.115,-6.275,1,0.0783,142.016,0.437
Valentina,The Hunts,0.378,0.628,230213,0.844,0.000713,0,0.225,-6.614,1,0.0324,144.015,0.607
Heartbreaker,LEVV,0.000879,0.534,233877,0.852,0.00506,7,0.0846,-7.308,1,0.0354,108.019,0.263
Go,Grant Terry,0.0309,0.583,218886,0.613,0,9,0.0637,-4.786,0,0.0414,204.068,0.815
Fools,The Ransom Collective,0.144,0.46,310992,0.731,0,7,0.247,-7.038,1,0.0562,115.055,0.33
Locked Away,R. City,0.304,0.509,227480,0.671,0,1,0.0452,-5.709,1,0.0678,118.413,0.55
I Love It (feat. Charli XCX) - Original Version,Icona Pop,0.00855,0.714,155337,0.905,0.0000255,8,0.146,-2.663,1,0.0289,125.927,0.838
